Net Profit: All,Net Profit %: All,Net Profit: Long,Net Profit %: Long,Net Profit: Short,Net Profit %: Short,Gross Profit: All,Gross Profit %: All,Gross Profit: Long,Gross Profit %: Long,Gross Profit: Short,Gross Profit %: Short,Gross Loss: All,Gross Loss %: All,Gross Loss: Long,Gross Loss %: Long,Gross Loss: Short,Gross Loss %: Short,Max Run-up,Max Run-up %,Max Drawdown,Max Drawdown %,Buy & Hold Return,Buy & Hold Return %,Sharpe Ratio,Sortino Ratio,Profit Factor: All,Profit Factor: Long,Profit Factor: Short,Max Contracts Held: All,Max Contracts Held: Long,Max Contracts Held: Short,Open PL,Open PL %,Commission Paid: All,Commission Paid: Long,Commission Paid: Short,Total Closed Trades: All,Total Closed Trades: Long,Total Closed Trades: Short,Total Open Trades: All,Total Open Trades: Long,Total Open Trades: Short,Number Winning Trades: All,Number Winning Trades: Long,Number Winning Trades: Short,Number Losing Trades: All,Number Losing Trades: Long,Number Losing Trades: Short,Percent Profitable: All,Percent Profitable: Long,Percent Profitable: Short,Avg Trade: All,Avg Trade %: All,Avg Trade: Long,Avg Trade %: Long,Avg Trade: Short,Avg Trade %: Short,Avg Winning Trade: All,Avg Winning Trade %: All,Avg Winning Trade: Long,Avg Winning Trade %: Long,Avg Winning Trade: Short,Avg Winning Trade %: Short,Avg Losing Trade: All,Avg Losing Trade %: All,Avg Losing Trade: Long,Avg Losing Trade %: Long,Avg Losing Trade: Short,Avg Losing Trade %: Short,Ratio Avg Win / Avg Loss: All,Ratio Avg Win / Avg Loss: Long,Ratio Avg Win / Avg Loss: Short,Largest Winning Trade: All,Largest Winning Trade %: All,Largest Winning Trade: Long,Largest Winning Trade %: Long,Largest Winning Trade: Short,Largest Winning Trade %: Short,Largest Losing Trade: All,Largest Losing Trade %: All,Largest Losing Trade: Long,Largest Losing Trade %: Long,Largest Losing Trade: Short,Largest Losing Trade %: Short,Avg # Bars in Trades: All,Avg # Bars in Trades: Long,Avg # Bars in Trades: Short,Avg # Bars in Winning Trades: All,Avg # Bars in Winning Trades: Long,Avg # Bars in Winning Trades: Short,Avg # Bars in Losing Trades: All,Avg # Bars in Losing Trades: Long,Avg # Bars in Losing Trades: Short,Margin Calls: All,Margin Calls: Long,Margin Calls: Short,comment,__Start Date,__Start Month,__Start Year,__End Date,__End Month,__End Year,__USE SPECIFIC DATE ?,__LOTS,__Leverage,__LONG_ONLY ?,__DEMA_length,__Pivot Point Period,__ATR Factor,__ATR Period,__Length,__Slope,__Slope Calculation Method,__Show Only Confirmed Breakouts,__SL_METHOD,__LOWEST_SL_LOOKBACK,__PREVIOUS_SL_RR,__ATR_LENGTH,__ATR_SMOOTHING,__ATR_MUL_SL,__ATR_MUL_TP,__% TP 1,__% TP 2,__% SL
3531.08,353.11,2203.37,220.34,1327.71,132.77,6572.58,657.26,3633.43,363.34,2939.15,293.91,3041.5,304.15,1430.06,143.01,1611.44,161.14,3609.1,78.64,256.84,10.09,917.32,91.73,0.603,2.093,2.161,2.541,1.824,0,0,0,30.35,0.67,295.79,147.61,148.18,800,389,411,1,0,1,286,138,148,514,251,263,35.75,35.48,36.01,4.41,1.72,5.66,2.07,3.23,1.39,22.98,7.9,26.33,8.78,19.86,7.09,5.92,1.72,5.7,1.62,6.13,1.81,3.884,4.621,3.241,298.59,75.11,298.59,75.11,176.91,44.65,60.39,7.56,23.7,3.02,60.39,7.56,42,45,40,86,91,80,18,19,17,0,0,0,All parameters are changed randomly,28,5,2022,28,5,2023,0,10,8,0,50,9,5,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,2.3
3127.95,312.79,2109.55,210.95,1018.4,101.84,6216.16,621.62,3568.6,356.86,2647.57,264.76,3088.22,308.82,1459.05,145.9,1629.17,162.92,3166.74,76.01,258.51,15.86,917.52,91.75,0.529,1.374,2.013,2.446,1.625,0,0,0,9.48,0.23,301.23,150.35,150.88,881,427,454,1,1,0,308,150,158,573,277,296,34.96,35.13,34.8,3.55,1.44,4.94,1.87,2.24,1.04,20.18,7.14,23.79,8.15,16.76,6.18,5.39,1.61,5.27,1.53,5.5,1.7,3.745,4.517,3.045,289.32,72.78,289.32,72.78,176.57,44.56,60.39,7.56,23.7,3.02,60.39,7.56,39,41,37,82,88,77,16,16,16,0,0,0,All parameters are changed randomly,28,5,2022,28,5,2023,0,10,8,0,50,10,5,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,2.3
3958.37,395.84,2430.8,243.08,1527.57,152.76,7497.21,749.72,3889.03,388.9,3608.18,360.82,3538.84,353.88,1458.23,145.82,2080.61,208.06,4103.44,80.97,261.28,7.7,917.77,91.78,0.657,2.625,2.119,2.667,1.734,0,0,0,9.26,0.19,297.93,140.65,157.29,711,308,403,1,1,0,328,140,188,383,168,215,46.13,45.45,46.65,5.57,2.45,7.89,3.21,3.79,1.87,22.86,7.88,27.78,9.18,19.19,6.9,9.24,2.2,8.68,1.77,9.68,2.54,2.474,3.2,1.983,338.05,83.83,338.05,83.83,135.3,33.08,30.05,4.4,29.46,4.4,30.05,4.4,48,50,47,79,82,77,22,23,21,0,0,0,All parameters are changed randomly,28,5,2022,28,5,2023,0,10,8,0,50,4,5,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,4.3
3267.36,326.74,2090.94,209.09,1176.42,117.64,7228.92,722.89,3808.39,380.84,3420.54,342.05,3961.57,396.16,1717.45,171.74,2244.12,224.41,3417.74,78.09,271.3,9.17,917.02,91.7,0.564,1.903,1.825,2.217,1.524,0,0,0,8.95,0.21,311.57,151.38,160.19,687,317,370,1,1,0,311,143,168,376,174,202,45.27,45.11,45.41,4.76,2.35,6.6,2.96,3.18,1.83,23.24,8.01,26.63,8.94,20.36,7.22,10.54,2.33,9.87,1.94,11.11,2.66,2.206,2.698,1.833,253.25,62.81,253.25,62.81,137.08,33.52,38.49,5.1,33.5,5.1,38.49,5.1,49,52,47,81,85,77,24,25,22,0,0,0,All parameters are changed randomly,28,5,2022,28,5,2023,0,10,8,0,50,8,4.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,6,18,5
3267.36,326.74,2090.94,209.09,1176.42,117.64,7228.92,722.89,3808.39,380.84,3420.54,342.05,3961.57,396.16,1717.45,171.74,2244.12,224.41,3417.74,78.09,271.3,9.17,917.03,91.7,0.564,1.903,1.825,2.217,1.524,0,0,0,8.96,0.21,311.57,151.38,160.19,687,317,370,1,1,0,311,143,168,376,174,202,45.27,45.11,45.41,4.76,2.35,6.6,2.96,3.18,1.83,23.24,8.01,26.63,8.94,20.36,7.22,10.54,2.33,9.87,1.94,11.11,2.66,2.206,2.698,1.833,253.25,62.81,253.25,62.81,137.08,33.52,38.49,5.1,33.5,5.1,38.49,5.1,49,52,47,81,85,77,24,25,22,0,0,0,All parameters are changed randomly,28,5,2022,28,5,2023,0,10,8,0,50,8,4.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,6,18,5
3267.36,326.74,2090.94,209.09,1176.42,117.64,7228.92,722.89,3808.39,380.84,3420.54,342.05,3961.57,396.16,1717.45,171.74,2244.12,224.41,3417.74,78.09,271.3,9.17,917.46,91.75,0.564,1.903,1.825,2.217,1.524,0,0,0,9.14,0.21,311.57,151.38,160.19,687,317,370,1,1,0,311,143,168,376,174,202,45.27,45.11,45.41,4.76,2.35,6.6,2.96,3.18,1.83,23.24,8.01,26.63,8.94,20.36,7.22,10.54,2.33,9.87,1.94,11.11,2.66,2.206,2.698,1.833,253.25,62.81,253.25,62.81,137.08,33.52,38.49,5.1,33.5,5.1,38.49,5.1,49,52,47,81,85,77,24,25,22,0,0,0,All parameters are changed randomly,28,5,2022,28,5,2023,0,10,8,0,50,8,4.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,6,18,5
3546.02,354.6,2289.53,228.95,1256.49,125.65,8544.92,854.49,4551.18,455.12,3993.74,399.37,4998.9,499.89,2261.65,226.16,2737.25,273.73,3746.19,80.17,275.28,17.19,917.47,91.75,0.504,1.238,1.709,2.012,1.459,0,0,0,9.45,0.21,448.15,220.41,227.74,1253,597,656,1,1,0,464,226,238,789,371,418,37.03,37.86,36.28,2.83,1.18,3.84,1.51,1.92,0.89,18.42,6.5,20.14,6.99,16.78,6.04,6.34,1.94,6.1,1.83,6.55,2.04,2.907,3.303,2.563,221.63,54.27,221.63,54.27,149.8,37.25,60.39,7.56,23.7,3.02,60.39,7.56,29,30,28,55,56,53,14,14,13,0,0,0,All parameters are changed randomly,28,5,2022,28,5,2023,0,10,8,0,50,6,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,2.3
3913.67,391.37,2358.92,235.89,1554.74,155.47,7786.84,778.68,4190.27,419.03,3596.56,359.66,3873.17,387.32,1831.35,183.13,2041.82,204.18,4043.63,80.48,282.5,9.67,917.07,91.71,0.642,2.341,2.01,2.288,1.761,0,0,0,9.29,0.19,365.01,180.78,184.23,958,459,499,1,1,0,357,169,188,601,290,311,37.27,36.82,37.68,4.09,1.61,5.14,1.95,3.12,1.3,21.81,7.47,24.79,8.34,19.13,6.69,6.44,1.87,6.31,1.77,6.57,1.96,3.385,3.926,2.914,267.67,66.38,267.67,66.38,133.26,33.89,60.39,7.56,23.7,3.02,60.39,7.56,36,38,34,72,76,68,15,16,14,0,0,0,All parameters are changed randomly,28,5,2022,28,5,2023,0,10,8,0,50,9,3.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,2.3,18,2.3
3234.51,323.45,2104.2,210.42,1130.31,113.03,7257.34,725.73,3944.38,394.44,3312.96,331.3,4022.83,402.28,1840.18,184.02,2182.65,218.26,3372.49,77.62,283.49,12.54,917.83,91.78,0.538,1.589,1.804,2.143,1.518,0,0,0,9.29,0.22,329.1,161.08,168.02,800,378,422,1,1,0,310,144,166,490,234,256,38.75,38.1,39.34,4.04,1.76,5.57,2.26,2.68,1.31,23.41,7.99,27.39,9.19,19.96,6.96,8.21,2.19,7.86,2.01,8.53,2.35,2.852,3.483,2.341,253.25,62.81,253.25,62.81,137.08,33.52,60.39,7.56,23.7,3.4,60.39,7.56,43,45,41,79,84,74,20,21,19,0,0,0,All parameters are changed randomly,28,5,2022,28,5,2023,0,10,8,0,50,8,4.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,6,18,3.3
3011.8,301.18,1870.56,187.06,1141.23,114.12,8512.7,851.27,4537.32,453.73,3975.38,397.54,5500.91,550.09,2666.76,266.68,2834.15,283.41,3176.31,76.78,296.29,19.65,917.09,91.71,0.444,1.138,1.548,1.701,1.403,0,0,0,9.29,0.23,489.31,244.17,245.14,1447,707,740,1,1,0,517,250,267,930,457,473,35.73,35.36,36.08,2.08,0.94,2.65,1.1,1.54,0.78,16.47,5.95,18.15,6.43,14.89,5.5,5.91,1.85,5.84,1.81,5.99,1.89,2.784,3.11,2.485,183.59,45.47,183.59,45.47,140.02,34.81,60.39,7.56,23.7,3.02,60.39,7.56,25,25,24,46,47,45,13,13,12,0,0,0,All parameters are changed randomly,28,5,2022,28,5,2023,0,10,8,0,50,4,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,2.3
3813,381.3,2404.92,240.49,1408.08,140.81,8884.35,888.44,4772.43,477.24,4111.93,411.19,5071.35,507.14,2367.51,236.75,2703.84,270.38,4006.69,81.16,296.39,17.17,917.78,91.78,0.541,1.338,1.752,2.016,1.521,0,0,0,9.59,0.2,446.01,220.97,225.04,1236,595,641,1,1,0,459,226,233,777,369,408,37.14,37.98,36.35,3.08,1.26,4.04,1.58,2.2,0.97,19.36,6.8,21.12,7.3,17.65,6.31,6.53,2.01,6.42,1.93,6.63,2.08,2.966,3.291,2.663,266.87,67.15,266.87,67.15,148.93,37.03,60.39,7.56,23.7,3.02,60.39,7.56,29,31,28,56,58,55,14,14,13,0,0,0,Current parameters.,28,5,2022,28,5,2023,0,10,8,0,50,5,2.5,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,6,18,2.3
4034.49,403.45,2760.01,276,1274.49,127.45,8050.34,805.03,4517.36,451.74,3532.98,353.3,4015.85,401.58,1757.36,175.74,2258.49,225.85,4170.46,81.09,302.94,11.92,917.26,91.73,0.585,2.081,2.005,2.571,1.564,0,0,0,9.05,0.18,347.04,170.34,176.7,868,409,459,1,1,0,374,184,190,494,225,269,43.09,44.99,41.39,4.65,1.95,6.75,2.6,2.78,1.38,21.52,7.38,24.55,8.19,18.59,6.6,8.13,2.16,7.81,1.98,8.4,2.31,2.648,3.143,2.215,279.83,69.4,279.83,69.4,133.26,33.89,60.39,7.56,23.7,3.4,60.39,7.56,40,43,38,69,73,66,18,18,17,0,0,0,"Skipped for ""Max Drawdown"": 302.94. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,8,3.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,2.3,18,3.3
3992.22,399.22,2594.58,259.46,1397.65,139.76,9252.41,925.24,5105.06,510.51,4147.36,414.74,5260.19,526.02,2510.48,251.05,2749.71,274.97,4181.63,81.74,308.72,16.52,917.09,91.71,0.531,1.445,1.759,2.034,1.508,0,0,0,9.29,0.19,459.8,229.97,229.84,1275,626,649,1,1,0,473,235,238,802,391,411,37.1,37.54,36.67,3.13,1.29,4.14,1.61,2.15,0.98,19.56,6.89,21.72,7.52,17.43,6.26,6.56,2.02,6.42,1.95,6.69,2.08,2.982,3.383,2.605,232.37,56.9,232.37,56.9,134.65,33.48,60.39,7.56,23.7,3.02,60.39,7.56,29,30,28,54,55,53,13,14,13,0,0,0,"Skipped for ""Max Drawdown"": 308.72. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,5,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,6,18,2.3
3676.34,367.63,2415.66,241.57,1260.69,126.07,7473.98,747.4,4122.87,412.29,3351.11,335.11,3797.64,379.76,1707.22,170.72,2090.43,209.04,3785.72,79.11,311.71,7.46,916.68,91.67,0.607,2.134,1.968,2.415,1.603,0,0,0,8.81,0.19,321.3,156.82,164.48,811,378,433,1,1,0,371,173,198,440,205,235,45.75,45.77,45.73,4.53,2.15,6.39,2.71,2.91,1.65,20.15,7.08,23.83,8.08,16.92,6.21,8.63,2.02,8.33,1.83,8.9,2.18,2.334,2.862,1.903,252.08,63.46,252.08,63.46,133.13,33.86,31.96,4.4,30.46,4.4,31.96,4.4,43,46,40,70,75,66,20,22,18,0,0,0,"Skipped for ""Max Drawdown"": 311.71. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,10,3.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,4.3
3987.06,398.71,2670.89,267.09,1316.17,131.62,9375.6,937.56,5048.07,504.81,4327.53,432.75,5388.54,538.85,2377.18,237.72,3011.36,301.14,4124.82,81.13,322.79,10.77,917.74,91.77,0.549,1.935,1.74,2.124,1.437,0,0,0,9.25,0.19,414.4,204.84,209.57,960,458,502,1,1,0,491,238,253,469,220,249,51.15,51.97,50.4,4.15,2.22,5.83,2.76,2.62,1.72,19.09,6.76,21.21,7.34,17.1,6.21,11.49,2.54,10.81,2.19,12.09,2.84,1.662,1.963,1.414,232.37,56.9,232.37,56.9,134.65,33.48,35.59,5.1,33.5,5.1,35.59,5.1,37,38,36,54,55,52,19,20,19,0,0,0,"Skipped for ""Max Drawdown"": 322.79. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,5,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,5
3847.97,384.8,2642.84,264.28,1205.13,120.51,8786.56,878.66,4767.91,476.79,4018.65,401.87,4938.59,493.86,2125.07,212.51,2813.52,281.35,4004.8,80.68,323.74,10.82,917.41,91.74,0.522,2.064,1.779,2.244,1.428,0,0,0,9.11,0.19,391.56,192.96,198.61,903,425,478,1,1,0,458,223,235,445,202,243,50.72,52.47,49.16,4.26,2.23,6.22,2.89,2.52,1.64,19.18,6.76,21.38,7.35,17.1,6.2,11.1,2.43,10.52,2.03,11.58,2.77,1.729,2.032,1.477,217.04,53.14,217.04,53.14,148.2,36.85,33.5,5.1,33.5,5.1,30.21,5.1,39,41,37,57,60,55,20,20,19,0,0,0,"Skipped for ""Max Drawdown"": 323.74. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,7,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,3.3,18,5
3271.28,327.13,2282.76,228.28,988.52,98.85,8754.49,875.45,4810.1,481.01,3944.39,394.44,5483.21,548.32,2527.34,252.73,2955.87,295.59,3384.37,77.2,326.7,10.43,917.34,91.73,0.474,1.527,1.597,1.903,1.334,0,0,0,9.08,0.21,420.86,208.06,212.8,1037,495,542,1,1,0,498,244,254,539,251,288,48.02,49.29,46.86,3.15,1.83,4.61,2.29,1.82,1.4,17.58,6.31,19.71,6.88,15.53,5.76,10.17,2.31,10.07,2.17,10.26,2.44,1.728,1.958,1.513,232.37,56.9,232.37,56.9,134.65,33.48,35.59,5.1,33.5,5.1,35.59,5.1,34,36,32,50,52,48,19,20,18,0,0,0,"Skipped for ""Max Drawdown"": 326.70. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,5,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,5
3589.12,358.91,2278.27,227.83,1310.85,131.08,8693.63,869.36,4510.45,451.04,4183.18,418.32,5104.51,510.45,2232.18,223.22,2872.33,287.23,3716.36,79.26,342.66,15.17,917.2,91.72,0.541,1.569,1.703,2.021,1.456,0,0,0,9.03,0.2,422.09,206.22,215.86,1081,500,581,1,1,0,483,227,256,598,273,325,44.68,45.4,44.06,3.32,1.56,4.56,1.97,2.26,1.22,18,6.38,19.87,6.86,16.34,5.96,8.54,2.33,8.18,2.1,8.84,2.52,2.109,2.43,1.849,277.56,69.84,277.56,69.84,138.03,34.32,60.39,7.56,23.7,3.7,60.39,7.56,33,34,32,53,54,53,17,17,16,0,0,0,"Skipped for ""Max Drawdown"": 342.66. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,2,3.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,2.3,18,3.3
3471.67,347.17,2196.51,219.65,1275.16,127.52,8177.31,817.73,4294.4,429.44,3882.91,388.29,4705.64,470.56,2097.89,209.79,2607.75,260.77,3673.65,79.88,343.55,17.04,917.46,91.75,0.501,1.285,1.738,2.047,1.489,0,0,0,9.45,0.21,423.92,206.6,217.32,1183,552,631,1,1,0,431,205,226,752,347,405,36.43,37.14,35.82,2.93,1.22,3.98,1.56,2.02,0.93,18.97,6.7,20.95,7.22,17.18,6.22,6.26,1.91,6.05,1.79,6.44,2.02,3.032,3.465,2.668,259.01,65.17,259.01,65.17,144.15,35.84,60.39,7.56,23.7,3.02,60.39,7.56,30,31,29,58,58,57,14,15,13,0,0,0,"Skipped for ""Max Drawdown"": 343.55. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,4,3.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,2.3
3839.47,383.95,2626.65,262.66,1212.82,121.28,8691.81,869.18,4785.31,478.53,3906.5,390.65,4852.34,485.23,2158.66,215.87,2693.68,269.37,3966.3,80.31,346.23,13.81,917.2,91.72,0.534,2.062,1.791,2.217,1.45,0,0,0,9.03,0.19,406.28,200.91,205.37,1029,491,538,1,1,0,458,226,232,571,265,306,44.51,46.03,43.12,3.73,1.72,5.35,2.23,2.25,1.24,18.98,6.68,21.17,7.28,16.84,6.09,8.5,2.27,8.15,2.07,8.8,2.43,2.233,2.599,1.913,217.04,53.14,217.04,53.14,148.2,36.85,60.39,7.56,23.99,3.4,60.39,7.56,35,37,33,57,60,54,17,17,17,0,0,0,"Skipped for ""Max Drawdown"": 346.23. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,7,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,3.3
3059.71,305.97,2146.43,214.64,913.28,91.33,8280.09,828.01,4493.98,449.4,3786.11,378.61,5220.37,522.04,2347.55,234.75,2872.83,287.28,3160.39,75.97,349.95,18.32,917.68,91.77,0.47,1.181,1.586,1.914,1.318,0,0,0,9.23,0.23,431.04,212.01,219.03,1166,557,609,1,1,0,487,244,243,679,313,366,41.77,43.81,39.9,2.62,1.34,3.85,1.73,1.5,0.98,17,6.14,18.42,6.51,15.58,5.77,7.69,2.11,7.5,1.99,7.85,2.21,2.211,2.456,1.985,221.63,54.27,221.63,54.27,149.8,37.25,60.39,7.56,23.99,3.4,60.39,7.56,31,32,29,51,53,49,16,16,16,0,0,0,"Skipped for ""Max Drawdown"": 349.95. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,6,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,3.3
3341.17,334.12,2273.22,227.32,1067.95,106.8,9014.85,901.49,4773.75,477.37,4241.1,424.11,5673.68,567.37,2500.53,250.05,3173.15,317.32,3486.18,78.42,385.64,10.62,917.68,91.77,0.489,1.654,1.589,1.909,1.337,0,0,0,9.23,0.21,424.39,210.44,213.95,982,467,515,1,1,0,495,238,257,487,229,258,50.41,50.96,49.9,3.4,1.93,4.87,2.42,2.07,1.48,18.21,6.43,20.06,6.93,16.5,5.96,11.65,2.64,10.92,2.26,12.3,2.98,1.563,1.837,1.342,230,56.32,230,56.32,150.92,37.53,35.59,5.1,35.5,5.1,35.59,5.1,36,38,34,53,55,50,19,20,18,0,0,0,"Skipped for ""Max Drawdown"": 385.64. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,8,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,2.3,18,5
2946.14,294.61,1915.56,191.56,1030.58,103.06,7734.84,773.48,4185.54,418.55,3549.3,354.93,4788.69,478.87,2269.97,227,2518.72,251.87,3163.81,77.67,391.5,20.83,917.09,91.71,0.422,1.012,1.615,1.844,1.409,0,0,0,9.29,0.24,426.69,211.15,215.54,1250,595,655,1,1,0,422,208,214,828,387,441,33.76,34.96,32.67,2.36,1.04,3.22,1.32,1.57,0.78,18.33,6.57,20.12,7.04,16.59,6.12,5.78,1.78,5.87,1.75,5.71,1.82,3.169,3.431,2.904,257.23,64.73,257.23,64.73,143.44,35.67,60.39,7.56,23.7,3.02,60.39,7.56,28,30,27,58,60,55,14,14,14,0,0,0,"Skipped for ""Max Drawdown"": 391.50. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,5,3.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,3.3,18,2.3
3894.37,389.44,2585.66,258.57,1308.7,130.87,8198.09,819.81,4633.3,463.33,3564.79,356.48,4303.72,430.37,2047.63,204.76,2256.09,225.61,4084.25,81.61,397.73,12.56,916.77,91.68,0.562,1.883,1.905,2.263,1.58,0,0,0,9.16,0.19,388.29,193.65,194.63,1036,503,533,1,1,0,368,180,188,668,323,345,35.52,35.79,35.27,3.76,1.48,5.14,1.9,2.46,1.08,22.28,7.64,25.74,8.61,18.96,6.71,6.44,1.91,6.34,1.84,6.54,1.98,3.458,4.06,2.9,335.19,83.13,335.19,83.13,140.89,35.03,60.39,7.56,23.7,3.02,60.39,7.56,33,35,31,67,73,62,14,15,14,0,0,0,"Skipped for ""Max Drawdown"": 397.73. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,7,3.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,6,18,2.3
3618.71,361.87,2406.07,240.61,1212.65,121.26,8679.04,867.9,4547.63,454.76,4131.41,413.14,5060.33,506.03,2141.56,214.16,2918.76,291.88,3752.78,79.55,397.98,9.38,916.97,91.7,0.6,1.843,1.715,2.124,1.415,0,0,0,8.93,0.19,392.69,189.66,203.03,938,431,507,1,1,0,461,214,247,477,217,260,49.15,49.65,48.72,3.86,1.96,5.58,2.5,2.39,1.5,18.83,6.63,21.25,7.27,16.73,6.07,10.61,2.55,9.87,2.21,11.23,2.84,1.775,2.153,1.49,272.29,68.52,272.29,68.52,138.4,34.41,31.35,4.4,30.46,4.4,31.35,4.4,37,39,36,57,58,55,18,20,17,0,0,0,"Skipped for ""Max Drawdown"": 397.98. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,3,3.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,4.3
2739.41,273.94,1749.46,174.95,989.96,99,10042.72,1004.27,5295.52,529.55,4747.2,474.72,7303.31,730.33,3546.06,354.61,3757.25,375.72,2880.17,74.65,402.95,14.41,917.82,91.78,0.439,1.213,1.375,1.493,1.263,0,0,0,9.6,0.26,604.62,305.71,298.91,1749,867,882,1,1,0,641,324,317,1108,543,565,36.65,37.37,35.94,1.57,0.74,2.02,0.9,1.12,0.58,15.67,5.63,16.34,5.84,14.98,5.42,6.59,2.09,6.53,2.05,6.65,2.14,2.377,2.503,2.252,145.59,36.2,99.91,25.13,145.59,36.2,60.39,7.56,32.09,4,60.39,7.56,20,20,20,35,34,36,12,12,11,0,0,0,"Skipped for ""Max Drawdown"": 402.95. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,2,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,3.3,18,2.3
3175.53,317.55,2100.58,210.06,1074.94,107.49,9528.5,952.85,5250.77,525.08,4277.72,427.77,6352.97,635.3,3150.19,315.02,3202.78,320.28,3308.32,76.8,404.32,19.08,917.46,91.75,0.446,1.076,1.5,1.667,1.336,0,0,0,9.45,0.23,556.08,280.4,275.69,1661,825,836,1,1,0,639,320,319,1022,505,517,38.47,38.79,38.16,1.91,0.86,2.55,1.06,1.29,0.67,14.91,5.38,16.41,5.83,13.41,4.94,6.22,1.96,6.24,1.96,6.19,1.97,2.399,2.63,2.165,178.32,44.6,178.32,44.6,149.14,37.08,60.39,7.56,32.09,4,60.39,7.56,22,22,21,38,40,36,11,11,11,0,0,0,"Skipped for ""Max Drawdown"": 404.32. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,4,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,2.3
2668.13,266.81,2064.66,206.47,603.46,60.35,10279.95,1027.99,5569.88,556.99,4710.07,471.01,7611.82,761.18,3505.22,350.52,4106.61,410.66,2760.58,73.42,409.26,16.09,917.74,91.77,0.421,1.08,1.351,1.589,1.147,0,0,0,9.25,0.25,550.17,275.66,274.51,1384,673,711,1,1,0,736,379,357,648,294,354,53.18,56.32,50.21,1.93,1.39,3.07,1.81,0.85,0.99,13.97,5.09,14.7,5.3,13.19,4.86,11.75,2.81,11.92,2.7,11.6,2.91,1.189,1.233,1.137,145.59,36.2,100.76,25.19,145.59,36.2,38.49,5.1,35.5,5.1,38.49,5.1,25,26,25,33,33,33,17,18,16,0,0,0,"Skipped for ""Max Drawdown"": 409.26. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,2,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,5
